Product name,Product number,SKU Number,Size,Color,Price,Sales,Stock,Inventory Rotation,Date,Sheet
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-04-22,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-04-29,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-06,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-13,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-20,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-27,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-03,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-10,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-17,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,30.0,1361.0,317.6,2024-06-24,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,205.0,1261.0,43.1,2024-07-01,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,219.0,1042.0,33.3,2024-07-08,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,187.0,856.0,32.0,2024-07-15,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,199.0,657.0,23.1,2024-07-22,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,98.0,559.0,39.9,2024-07-29,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,109.0,450.0,28.9,2024-08-05,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,77.0,373.0,33.9,2024-08-12,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾀﾝｷﾐﾄﾞﾘﾑｼﾞ,1089.0,72.0,228.0,22.2,2024-08-19,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-04-22,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-04-29,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-06,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-13,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-20,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-27,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-03,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-10,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-17,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,65.0,1286.0,138.5,2024-06-24,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,460.0,861.0,13.1,2024-07-01,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,306.0,555.0,12.7,2024-07-08,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,163.0,393.0,16.9,2024-07-15,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,129.0,264.0,14.3,2024-07-22,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,67.0,197.0,20.6,2024-07-29,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,47.0,150.0,22.3,2024-08-05,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,47.0,103.0,15.3,2024-08-12,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾉｳｸﾛﾑｼﾞ,1089.0,23.0,41.0,12.5,2024-08-19,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-04-22,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-04-29,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-06,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-13,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-20,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-05-27,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-03,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-10,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,0.0,0.0,0.0,2024-06-17,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,36.0,1356.0,263.7,2024-06-24,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,222.0,1239.0,39.1,2024-07-01,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,233.0,1006.0,30.2,2024-07-08,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,199.0,808.0,28.4,2024-07-15,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,176.0,632.0,25.1,2024-07-22,ladies_dress_51-40206
FDMCﾑﾈﾎﾟｹOP,51-40206,505,M,ﾁﾕｳｱｵﾑｼﾞ,1089.0,90.0,542.0,42.2,2024-07-29,ladies_dress_51-40206
